,time,open,high,low,close,volume
1519,2023-11-29 01:19:00,38012.89,38078.29,38039.93,37966.0,79.82269753999988
1520,2023-11-29 01:20:00,38000.0,38114.03,38092.84,37999.0,158.57247244000015
1521,2023-11-29 01:21:00,38097.55,38157.34,38111.23,38078.0,109.60095205999986
1522,2023-11-29 01:22:00,38112.14,38207.37,38155.47,38107.0,133.9988577699998
1523,2023-11-29 01:23:00,38155.44,38199.44,38199.44,38105.49,84.74846258999973
1524,2023-11-29 01:24:00,38199.44,38239.21,38219.29,38172.0,96.61729649999997
1525,2023-11-29 01:25:00,38193.0,38237.69,38183.8,38137.0,49.416618010000015
1526,2023-11-29 01:26:00,38216.02,38225.07,38107.0,38107.0,87.40190906999999
1527,2023-11-29 01:27:00,38152.23,38219.32,38123.47,38082.0,67.73649906
1528,2023-11-29 01:28:00,38124.08,38127.32,38106.28,38057.0,53.83741778000002
1529,2023-11-29 01:29:00,38089.0,38115.95,38113.4,38016.0,63.15625871000005
1530,2023-11-29 01:30:00,38059.1,38220.0,38217.5,38059.1,102.35039474000001
1531,2023-11-29 01:31:00,38214.41,38236.44,38217.24,38139.0,71.20535528999996
1532,2023-11-29 01:32:00,38212.04,38234.06,38224.95,38127.0,39.47502446
1533,2023-11-29 01:33:00,38224.96,38224.96,38150.18,38070.0,62.79494897
1534,2023-11-29 01:34:00,38129.3,38173.05,38156.69,38068.0,74.75502658999999
1535,2023-11-29 01:35:00,38154.06,38242.59,38239.95,38090.0,76.4336037899999
1536,2023-11-29 01:36:00,38239.95,38249.96,38216.43,38157.0,101.67558172
1537,2023-11-29 01:37:00,38142.0,38232.7,38168.5,38130.0,75.86051435000005
1538,2023-11-29 01:38:00,38145.0,38248.99,38179.8,38122.0,66.48877553000005
1539,2023-11-29 01:39:00,38185.99,38185.99,38126.25,38066.0,35.17557689
1540,2023-11-29 01:40:00,38116.3,38164.53,38162.76,38065.0,36.42639476000001
1541,2023-11-29 01:41:00,38100.0,38277.03,38254.12,38100.0,102.84320879000009
1542,2023-11-29 01:42:00,38255.39,38278.58,38243.61,38180.0,61.78119512999994
1543,2023-11-29 01:43:00,38243.53,38276.27,38259.66,38195.0,26.458472750000034
1544,2023-11-29 01:44:00,38261.68,38262.9,38260.29,38170.0,58.24190037999993
1545,2023-11-29 01:45:00,38260.29,38271.28,38212.93,38171.0,52.035786640000026
1546,2023-11-29 01:46:00,38213.18,38270.88,38270.88,38176.0,27.295263360000014
1547,2023-11-29 01:47:00,38234.0,38286.31,38240.0,38214.0,194.10882134999986
1548,2023-11-29 01:48:00,38250.1,38291.13,38245.05,38200.0,80.03270506000014
1549,2023-11-29 01:49:00,38242.39,38246.64,38203.15,38146.0,38.25724128999999
1550,2023-11-29 01:50:00,38202.05,38212.27,38161.65,38119.0,66.85116831999996
1551,2023-11-29 01:51:00,38161.14,38221.11,38209.27,38114.0,25.560393730000023
1552,2023-11-29 01:52:00,38207.35,38233.48,38207.43,38156.0,31.67232241000001
1553,2023-11-29 01:53:00,38209.3,38229.25,38214.97,38143.0,47.86360320000006
1554,2023-11-29 01:54:00,38214.97,38241.51,38236.94,38156.0,40.526481010000005
1555,2023-11-29 01:55:00,38233.59,38295.43,38278.9,38179.0,37.559330469999956
1556,2023-11-29 01:56:00,38278.89,38299.99,38289.36,38205.0,48.20119415000002
1557,2023-11-29 01:57:00,38290.35,38291.51,38151.0,38151.0,46.676660630000036
1558,2023-11-29 01:58:00,38182.6,38264.36,38261.74,38152.0,31.028316289999992
1559,2023-11-29 01:59:00,38261.16,38302.92,38296.3,38194.0,41.320569799999994
1560,2023-11-29 02:00:00,38225.0,38306.71,38304.61,38214.0,66.77014290999995
1561,2023-11-29 02:01:00,38305.4,38313.0,38282.71,38193.0,30.427367190000002
1562,2023-11-29 02:02:00,38277.53,38290.62,38149.0,38149.0,38.04329689999994
1563,2023-11-29 02:03:00,38206.37,38206.37,38140.56,38096.0,44.98539811999998
1564,2023-11-29 02:04:00,38140.55,38144.38,38096.1,38065.0,88.85627792000005
1565,2023-11-29 02:05:00,38096.07,38140.35,38112.78,38065.0,103.33081745
1566,2023-11-29 02:06:00,38112.95,38114.99,38082.38,38073.0,50.685107069999965
1567,2023-11-29 02:07:00,38082.35,38109.15,38059.0,38029.4,82.46351762999994
1568,2023-11-29 02:08:00,38083.53,38105.52,38102.48,38041.0,30.302060510000018
1569,2023-11-29 02:09:00,38079.0,38134.78,38114.8,38075.2,30.230673069999987
1570,2023-11-29 02:10:00,38126.6,38165.28,38150.33,38090.0,38.22432629000002
1571,2023-11-29 02:11:00,38150.3,38154.1,38101.03,38088.0,34.03694359999999
1572,2023-11-29 02:12:00,38101.13,38157.08,38123.79,38088.0,37.00091637
1573,2023-11-29 02:13:00,38123.79,38171.84,38150.23,38096.0,50.17445349
1574,2023-11-29 02:14:00,38123.0,38166.84,38161.35,38102.0,51.59979793999999
1575,2023-11-29 02:15:00,38161.35,38162.91,38140.0,38115.0,66.11808923000012
1576,2023-11-29 02:16:00,38146.34,38147.57,38097.13,38068.0,41.958709470000045
1577,2023-11-29 02:17:00,38088.9,38139.7,38136.37,38056.0,30.454834610000024
1578,2023-11-29 02:18:00,38136.38,38197.74,38197.13,38089.0,25.177084739999998
1579,2023-11-29 02:19:00,38197.71,38206.58,38142.0,38128.0,23.589254459999978
1580,2023-11-29 02:20:00,38205.58,38232.04,38227.31,38140.0,23.734918110000006
1581,2023-11-29 02:21:00,38227.3,38240.91,38200.81,38150.0,23.90308540999998
1582,2023-11-29 02:22:00,38200.01,38208.34,38171.03,38122.0,23.39678178000002
1583,2023-11-29 02:23:00,38168.13,38172.89,38171.16,38091.0,26.38078106999997
1584,2023-11-29 02:24:00,38169.26,38195.58,38148.9,38108.0,27.40518987000001
1585,2023-11-29 02:25:00,38123.0,38197.42,38171.6,38101.0,30.906953209999983
1586,2023-11-29 02:26:00,38171.62,38182.94,38142.0,38102.0,19.72188549999998
1587,2023-11-29 02:27:00,38165.59,38171.5,38166.71,38095.0,17.312596839999994
1588,2023-11-29 02:28:00,38125.7,38197.83,38190.48,38094.0,42.26736514
1589,2023-11-29 02:29:00,38190.49,38209.23,38150.9,38121.0,44.538296680000045
1590,2023-11-29 02:30:00,38165.6,38198.48,38163.38,38094.0,21.469692060000003
1591,2023-11-29 02:31:00,38161.44,38172.2,38072.0,38072.0,41.091486650000014
1592,2023-11-29 02:32:00,38114.0,38139.33,38116.03,38054.0,26.227757899999972
1593,2023-11-29 02:33:00,38116.04,38124.03,38103.96,38048.0,24.190516839999997
1594,2023-11-29 02:34:00,38103.96,38133.11,38133.11,38045.0,21.39469282999999
1595,2023-11-29 02:35:00,38133.1,38185.21,38152.05,38072.0,36.55871884999997
1596,2023-11-29 02:36:00,38101.0,38157.41,38130.8,38077.0,27.51588415000001
1597,2023-11-29 02:37:00,38130.81,38130.84,38110.42,38070.0,19.708780750000003
1598,2023-11-29 02:38:00,38110.42,38120.53,38102.88,38052.0,9.359023219999997
1599,2023-11-29 02:39:00,38100.04,38130.81,38130.14,38052.0,25.380693750000006
1600,2023-11-29 02:40:00,38130.14,38159.99,38158.54,38080.0,37.202357259999964
1601,2023-11-29 02:41:00,38160.0,38175.35,38175.34,38099.9,24.73798416999998
1602,2023-11-29 02:42:00,38175.34,38190.27,38178.71,38100.0,13.547612319999986
1603,2023-11-29 02:43:00,38182.47,38185.53,38171.49,38118.0,11.070705260000004
1604,2023-11-29 02:44:00,38171.49,38171.49,38133.35,38094.0,22.827224540000003
1605,2023-11-29 02:45:00,38133.36,38167.46,38148.27,38079.0,61.89274145
1606,2023-11-29 02:46:00,38151.34,38151.34,38134.29,38083.0,36.42793107999994
1607,2023-11-29 02:47:00,38134.3,38147.87,38140.15,38099.0,40.118354809999985
1608,2023-11-29 02:48:00,38140.15,38148.16,38108.14,38070.0,60.55926757999996
1609,2023-11-29 02:49:00,38106.7,38106.7,38084.72,38053.0,28.48944697999999
1610,2023-11-29 02:50:00,38084.71,38088.5,37933.0,37890.0,146.06760343000005
1611,2023-11-29 02:51:00,37964.92,38017.57,37962.51,37928.0,95.76587058000005
1612,2023-11-29 02:52:00,37966.15,37966.15,37919.7,37893.0,83.10940267000002
1613,2023-11-29 02:53:00,37930.78,37973.73,37901.3,37882.0,64.90707503
1614,2023-11-29 02:54:00,37920.4,37987.72,37950.0,37882.0,37.84624676999995
1615,2023-11-29 02:55:00,37975.53,37989.61,37980.32,37900.0,42.02095782999999
1616,2023-11-29 02:56:00,37980.36,38056.72,38043.54,37926.0,50.01496647000002
1617,2023-11-29 02:57:00,38047.93,38090.26,38064.41,37977.0,39.40536087000001
1618,2023-11-29 02:58:00,38064.43,38066.77,38056.14,37975.0,41.55680165000001
1619,2023-11-29 02:59:00,38056.13,38065.88,38040.0,37978.0,72.21597455
1620,2023-11-29 03:00:00,38037.62,38054.27,38018.38,37966.0,31.73493782999999
1621,2023-11-29 03:01:00,37960.0,38148.3,38143.43,37960.0,83.05437846000005
1622,2023-11-29 03:02:00,38145.3,38163.4,38120.0,38075.0,87.59192480999987
1623,2023-11-29 03:03:00,38137.74,38162.38,38150.0,38061.0,70.31636650999994
1624,2023-11-29 03:04:00,38150.0,38150.0,38100.01,37587.5,303.99163485999986
1625,2023-11-29 03:05:00,38100.01,38112.61,38085.0,38066.0,53.942650329999914
1626,2023-11-29 03:06:00,38088.9,38088.9,38082.96,38018.0,66.86842300999999
1627,2023-11-29 03:07:00,38083.01,38093.36,38042.04,38002.0,54.323146310000006
1628,2023-11-29 03:08:00,38042.05,38046.72,38017.64,37969.0,67.85760318000007
1629,2023-11-29 03:09:00,38017.64,38059.95,38059.95,37977.0,62.56105535999995
1630,2023-11-29 03:10:00,38059.47,38120.98,38120.98,38000.0,44.08018189999999
1631,2023-11-29 03:11:00,38042.9,38151.43,38151.39,38042.9,34.29245971000003
1632,2023-11-29 03:12:00,38149.86,38171.22,38171.21,38074.0,31.57172941
1633,2023-11-29 03:13:00,38171.21,38177.25,38167.39,38079.0,51.91108884000006
1634,2023-11-29 03:14:00,38167.39,38176.37,38069.0,38067.0,73.82647723999999
1635,2023-11-29 03:15:00,38167.37,38179.12,38081.2,38041.0,27.398947779999997
1636,2023-11-29 03:16:00,38136.96,38157.11,38058.0,38043.0,34.03593215
1637,2023-11-29 03:17:00,38150.19,38150.19,38116.09,38019.0,28.02985549999997
1638,2023-11-29 03:18:00,38121.71,38157.95,38155.28,38030.0,12.66182203
1639,2023-11-29 03:19:00,38155.28,38155.28,38146.8,38056.0,17.059169800000003
1640,2023-11-29 03:20:00,38146.79,38184.81,38184.78,38055.0,23.483986689999995
1641,2023-11-29 03:21:00,38184.11,38195.68,38172.18,38082.0,20.716665070000005
1642,2023-11-29 03:22:00,38163.58,38183.35,38175.45,38059.0,29.462257769999987
1643,2023-11-29 03:23:00,38095.9,38175.49,38116.19,38029.0,57.0826843
1644,2023-11-29 03:24:00,38116.23,38126.68,38124.66,38017.0,51.764338290000026
1645,2023-11-29 03:25:00,38034.0,38155.74,38151.68,38034.0,25.27788254000001
1646,2023-11-29 03:26:00,38151.68,38173.94,38064.2,38054.0,30.573598239999964
1647,2023-11-29 03:27:00,38064.2,38173.94,38171.11,38056.0,29.300112939999984
1648,2023-11-29 03:28:00,38173.14,38182.66,38181.16,38066.0,13.318772970000001
1649,2023-11-29 03:29:00,38181.17,38183.98,38146.0,38065.0,53.28938584999998
1650,2023-11-29 03:30:00,38146.0,38175.4,38165.99,38041.0,31.49913046000001
1651,2023-11-29 03:31:00,38165.98,38171.44,38140.81,38050.0,34.34145004
1652,2023-11-29 03:32:00,38140.82,38175.2,38170.18,38049.0,19.486293590000002
1653,2023-11-29 03:33:00,38170.19,38174.32,38079.0,38078.0,11.025532140000008
1654,2023-11-29 03:34:00,38172.89,38190.13,38119.6,38078.0,13.597120139999998
1655,2023-11-29 03:35:00,38189.2,38192.14,38189.46,38096.0,13.984847310000003
1656,2023-11-29 03:36:00,38189.67,38228.88,38149.8,38097.0,21.824489340000007
1657,2023-11-29 03:37:00,38226.86,38235.76,38183.62,38080.0,41.73677319
1658,2023-11-29 03:38:00,38183.4,38201.3,38190.57,38089.0,9.04777035
1659,2023-11-29 03:39:00,38190.42,38190.82,38162.94,38074.0,31.681754449999996
1660,2023-11-29 03:40:00,38161.16,38266.01,38249.31,38050.0,98.40200500999987
1661,2023-11-29 03:41:00,38150.9,38389.0,38376.72,38150.8,201.73581198999926
1662,2023-11-29 03:42:00,38381.55,38425.96,38323.0,38293.0,174.8502454200001
1663,2023-11-29 03:43:00,38392.66,38400.41,38338.3,38278.0,74.24619233000003
1664,2023-11-29 03:44:00,38272.0,38369.99,38365.44,38230.0,96.14729352999996
1665,2023-11-29 03:45:00,38365.45,38383.27,38286.61,38212.0,81.68718754999992
1666,2023-11-29 03:46:00,38246.5,38313.56,38231.57,38187.0,31.656710309999962
1667,2023-11-29 03:47:00,38231.57,38243.35,38170.0,38124.0,29.82110241000001
1668,2023-11-29 03:48:00,38218.86,38218.86,38174.41,38130.0,31.219794769999975
1669,2023-11-29 03:49:00,38174.43,38229.91,38218.19,38129.0,28.92321078999997
1670,2023-11-29 03:50:00,38218.13,38242.54,38229.45,38162.0,44.578197410000016
1671,2023-11-29 03:51:00,38229.46,38302.8,38228.0,38179.0,74.03836537000004
1672,2023-11-29 03:52:00,38302.82,38314.42,38310.13,38230.0,34.31155283000004
1673,2023-11-29 03:53:00,38310.12,38311.21,38288.15,38200.0,33.18802556999999
1674,2023-11-29 03:54:00,38288.16,38299.75,38266.31,38216.0,62.65534641000003
1675,2023-11-29 03:55:00,38266.31,38284.51,38239.9,38198.0,16.074850380000004
1676,2023-11-29 03:56:00,38240.29,38245.04,38230.24,38174.0,18.79355391
1677,2023-11-29 03:57:00,38229.4,38272.88,38272.87,38179.0,18.630287660000008
1678,2023-11-29 03:58:00,38272.87,38272.87,38186.57,38146.0,40.495462140000036
1679,2023-11-29 03:59:00,38184.41,38187.28,38137.2,38095.0,57.125740700000065
1680,2023-11-29 04:00:00,38111.0,38193.8,38149.17,38103.0,44.125301409999985
1681,2023-11-29 04:01:00,38146.61,38169.21,38130.3,38096.0,24.038314800000006
1682,2023-11-29 04:02:00,38169.2,38170.6,38130.2,38103.0,11.220971399999998
1683,2023-11-29 04:03:00,38160.34,38216.43,38194.15,38107.0,18.480010320000012
1684,2023-11-29 04:04:00,38197.72,38213.96,38204.82,38131.0,14.38589270000001
1685,2023-11-29 04:05:00,38203.5,38203.5,38152.1,38106.0,29.60269582000001
1686,2023-11-29 04:06:00,38156.79,38161.85,38131.1,38088.0,17.910564219999998
1687,2023-11-29 04:07:00,38130.2,38130.2,38106.75,38069.0,13.494662810000007
1688,2023-11-29 04:08:00,38106.76,38139.14,38124.41,38072.0,13.447287099999993
1689,2023-11-29 04:09:00,38124.41,38138.19,38134.67,38070.0,15.622527149999998
1690,2023-11-29 04:10:00,38112.0,38184.73,38165.2,38111.0,35.204112759999965
1691,2023-11-29 04:11:00,38176.91,38188.81,38185.82,38120.0,19.06438710000002
1692,2023-11-29 04:12:00,38185.83,38206.13,38197.73,38139.0,13.972253060000007
1693,2023-11-29 04:13:00,38198.97,38219.89,38213.74,38155.0,13.229906130000009
1694,2023-11-29 04:14:00,38171.0,38224.48,38215.94,38171.0,22.09815784000001
1695,2023-11-29 04:15:00,38215.93,38226.54,38226.14,38180.0,11.413635879999998
1696,2023-11-29 04:16:00,38226.14,38258.01,38236.4,38181.0,37.065245539999985
1697,2023-11-29 04:17:00,38236.41,38241.1,38217.53,38184.0,20.27529627000001
1698,2023-11-29 04:18:00,38216.94,38219.83,38196.8,38148.0,14.86806116
1699,2023-11-29 04:19:00,38196.77,38206.11,38200.64,38156.0,7.32872175
1700,2023-11-29 04:20:00,38200.63,38200.63,38175.76,38134.0,14.995350119999994
1701,2023-11-29 04:21:00,38175.76,38185.5,38122.99,38073.0,29.284291209999974
1702,2023-11-29 04:22:00,38123.0,38168.72,38154.3,38092.0,25.262700519999992
1703,2023-11-29 04:23:00,38152.59,38152.59,38141.83,38092.0,13.464451800000008
1704,2023-11-29 04:24:00,38111.0,38142.29,38142.26,38088.0,12.779818049999998
1705,2023-11-29 04:25:00,38137.78,38140.0,38129.88,38075.0,29.774387509999997
1706,2023-11-29 04:26:00,38126.52,38133.39,38109.0,38064.0,17.928104479999984
1707,2023-11-29 04:27:00,38109.01,38133.63,38108.86,38053.7,37.55291372
1708,2023-11-29 04:28:00,38108.87,38128.25,38128.25,38079.0,19.170579910000004
1709,2023-11-29 04:29:00,38128.25,38137.19,38125.97,38088.5,12.221003610000007
1710,2023-11-29 04:30:00,38125.96,38125.96,38117.08,38061.0,17.92350281
1711,2023-11-29 04:31:00,38113.4,38121.82,38121.73,38066.0,19.741623119999982
1712,2023-11-29 04:32:00,38121.74,38149.99,38146.95,38058.0,28.64419127999996
1713,2023-11-29 04:33:00,38146.95,38164.88,38127.56,38080.0,77.20087807000009
1714,2023-11-29 04:34:00,38125.08,38150.22,38150.22,38082.0,29.13228546999999
1715,2023-11-29 04:35:00,38150.35,38188.33,38185.29,38090.2,41.58582105999992
1716,2023-11-29 04:36:00,38185.3,38187.43,38177.06,38117.0,27.13591584
1717,2023-11-29 04:37:00,38177.06,38193.05,38178.82,38126.0,19.679697089999976
1718,2023-11-29 04:38:00,38177.56,38189.17,38184.43,38116.0,15.895018769999993
1719,2023-11-29 04:39:00,38186.79,38208.9,38205.41,38141.0,26.751132089999984
1720,2023-11-29 04:40:00,38205.66,38227.19,38224.78,38119.0,35.762226259999984
1721,2023-11-29 04:41:00,38224.78,38231.66,38203.67,38163.0,19.355231369999988
1722,2023-11-29 04:42:00,38203.67,38214.45,38201.59,38140.0,25.431207069999985
1723,2023-11-29 04:43:00,38201.59,38222.16,38215.24,38151.0,23.566841550000024
1724,2023-11-29 04:44:00,38216.2,38239.49,38235.09,38168.0,22.070915640000027
1725,2023-11-29 04:45:00,38235.11,38259.92,38255.05,38181.0,22.09812977000002
1726,2023-11-29 04:46:00,38258.87,38276.77,38265.08,38188.2,35.59733591999997
1727,2023-11-29 04:47:00,38265.45,38274.0,38256.31,38187.0,20.35252228000001
1728,2023-11-29 04:48:00,38256.33,38296.32,38265.94,38200.0,85.54406907999986
1729,2023-11-29 04:49:00,38265.29,38270.25,38265.53,38181.0,44.02708606999999
1730,2023-11-29 04:50:00,38267.84,38281.28,38241.66,38165.0,26.690326860000027
1731,2023-11-29 04:51:00,38241.67,38298.26,38295.92,38181.0,58.85559132000001
1732,2023-11-29 04:52:00,38300.0,38314.3,38308.6,38212.0,99.54357404999986
1733,2023-11-29 04:53:00,38308.6,38314.48,38271.0,38194.0,44.318863730000054
1734,2023-11-29 04:54:00,38269.64,38273.97,38258.48,38185.0,41.319559869999985
1735,2023-11-29 04:55:00,38260.68,38349.94,38330.01,38199.0,122.57646337999991
1736,2023-11-29 04:56:00,38330.01,38371.23,38350.01,38236.0,72.87875706999999
1737,2023-11-29 04:57:00,38350.01,38395.61,38380.03,38252.0,66.10699620000001
1738,2023-11-29 04:58:00,38264.0,38384.49,38279.0,38239.0,75.53236608999995
1739,2023-11-29 04:59:00,38279.0,38346.98,38294.82,38192.0,144.42555936000005
1740,2023-11-29 05:00:00,38295.81,38343.76,38236.28,38156.0,50.34075947000009
1741,2023-11-29 05:01:00,38230.16,38239.97,38221.35,38148.0,31.015631730000006
1742,2023-11-29 05:02:00,38221.36,38240.0,38197.85,38140.0,33.74705764000001
1743,2023-11-29 05:03:00,38197.85,38240.01,38223.84,38139.0,12.672078130000008
1744,2023-11-29 05:04:00,38221.15,38235.93,38235.93,38155.0,15.852123530000007
1745,2023-11-29 05:05:00,38235.92,38235.93,38172.0,38154.0,21.829349110000003
1746,2023-11-29 05:06:00,38189.9,38218.81,38183.66,38139.0,17.88413802
1747,2023-11-29 05:07:00,38170.0,38204.51,38177.81,38135.0,8.137519900000001
1748,2023-11-29 05:08:00,38177.81,38185.05,38150.0,38130.0,6.399683929999997
1749,2023-11-29 05:09:00,38173.64,38186.63,38131.0,38126.0,15.315624739999999
1750,2023-11-29 05:10:00,38164.47,38175.86,38166.21,38116.0,6.992136390000002
1751,2023-11-29 05:11:00,38167.08,38191.22,38189.09,38125.0,4.21951058
1752,2023-11-29 05:12:00,38150.0,38197.44,38180.06,38141.0,4.853774450000001
1753,2023-11-29 05:13:00,38182.22,38182.22,38169.91,38119.0,5.171165140000001
1754,2023-11-29 05:14:00,38180.8,38204.3,38190.37,38135.0,14.296342940000013
1755,2023-11-29 05:15:00,38190.36,38190.37,38175.21,38133.0,8.301712899999997
1756,2023-11-29 05:16:00,38176.29,38195.52,38187.35,38122.0,28.290433250000003
1757,2023-11-29 05:17:00,38190.52,38195.36,38184.64,38150.0,7.5082235200000005
1758,2023-11-29 05:18:00,38155.2,38186.27,38127.0,38127.0,12.17087259
